X,Y,Z,Rx,Ry,Rz
958.521,-37.042,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.958,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.875,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.791,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.707,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.623,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.54,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.456,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-36.372,-164.943,-1652.876,-71.723,175.19100000000003
958.521,-35.534,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-35.45,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-35.367,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-35.283,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-35.199,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-35.115,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-35.032,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-34.948,-164.942,-1652.876,-71.723,175.19100000000003
958.521,-34.864,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.78,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.696,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.613,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.529,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.445,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.361,-164.942,-1652.876,-71.723,175.19100000000003
958.522,-34.278,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-34.194,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-34.11,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-34.026,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.942,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.859,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.775,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.691,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.607,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.523,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.44,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.356,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.272,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.188,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.105,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-33.021,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.937,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.853,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.769,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.686,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.602,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.518,-164.941,-1652.876,-71.723,175.19100000000003
958.522,-32.434,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-32.351,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-32.267,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-32.183,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-32.099,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-32.015,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.932,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.848,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.764,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.68,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.597,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.513,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.429,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.345,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.261,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.178,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.094,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-31.01,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-30.926,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-30.843,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-30.759,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-30.675,-164.94,-1652.876,-71.723,175.19100000000003
958.522,-30.591,-164.939,-1652.876,-71.723,175.19100000000003
958.522,-30.507,-164.939,-1652.876,-71.723,175.19100000000003
958.522,-30.424,-164.939,-1652.876,-71.723,175.19100000000003
958.522,-30.34,-164.939,-1652.876,-71.723,175.19100000000003
958.522,-30.256,-164.939,-1652.876,-71.723,175.19100000000003
958.522,-30.172,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-30.089,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-30.005,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.921,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.837,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.753,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.67,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.586,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.502,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.418,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.335,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.251,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.167,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-29.083,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-28.999,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-28.916,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-28.832,-164.939,-1652.876,-71.723,175.19100000000003
958.523,-28.867,-164.942,-1652.88,-71.72,175.188
958.523,-28.803,-164.942,-1652.88,-71.72,175.188
958.523,-28.739,-164.942,-1652.88,-71.72,175.188
958.523,-28.676,-164.942,-1652.88,-71.72,175.188
958.523,-28.612,-164.941,-1652.88,-71.72,175.188
958.523,-28.548,-164.941,-1652.88,-71.72,175.188
958.523,-28.484,-164.941,-1652.88,-71.72,175.188
958.523,-28.42,-164.941,-1652.88,-71.72,175.188
958.523,-28.357,-164.941,-1652.88,-71.72,175.188
958.523,-28.293,-164.941,-1652.88,-71.72,175.188
958.523,-28.229,-164.941,-1652.88,-71.72,175.188
958.523,-28.165,-164.941,-1652.88,-71.72,175.188
958.523,-28.101,-164.941,-1652.88,-71.72,175.188
958.523,-28.037,-164.941,-1652.88,-71.72,175.188
958.523,-27.974,-164.941,-1652.88,-71.72,175.188
958.523,-27.91,-164.941,-1652.88,-71.72,175.188
958.523,-27.846,-164.941,-1652.88,-71.72,175.188
958.523,-27.782,-164.941,-1652.88,-71.72,175.188
958.523,-27.718,-164.941,-1652.88,-71.72,175.188
958.523,-27.654,-164.941,-1652.88,-71.72,175.188
958.523,-27.591,-164.941,-1652.88,-71.72,175.188
958.523,-27.527,-164.941,-1652.88,-71.72,175.188
958.523,-27.463,-164.941,-1652.88,-71.72,175.188
958.524,-27.399,-164.94,-1652.88,-71.72,175.188
958.524,-27.335,-164.94,-1652.88,-71.72,175.188
958.524,-27.271,-164.94,-1652.88,-71.72,175.188
958.524,-27.208,-164.94,-1652.88,-71.72,175.188
958.524,-27.144,-164.94,-1652.88,-71.72,175.188
958.524,-27.08,-164.94,-1652.88,-71.72,175.188
958.524,-27.016,-164.94,-1652.88,-71.72,175.188
958.524,-26.952,-164.94,-1652.88,-71.72,175.188
958.524,-26.888,-164.94,-1652.88,-71.72,175.188
958.524,-26.825,-164.94,-1652.88,-71.72,175.188
958.524,-26.761,-164.94,-1652.88,-71.72,175.188
958.524,-26.697,-164.94,-1652.88,-71.72,175.188
958.524,-26.633,-164.94,-1652.88,-71.72,175.188
958.524,-26.569,-164.94,-1652.88,-71.72,175.188
958.524,-26.505,-164.94,-1652.88,-71.72,175.188
958.524,-26.442,-164.94,-1652.88,-71.72,175.188
958.524,-26.378,-164.94,-1652.88,-71.72,175.188
958.524,-26.314,-164.94,-1652.88,-71.72,175.188
958.524,-26.25,-164.94,-1652.88,-71.72,175.188
958.524,-26.186,-164.939,-1652.88,-71.72,175.188
